,userId,movieId,title,predicted_rating
216,387,1104,"Streetcar Named Desire, A (1951)",4.3781730972636925
217,387,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.263582599946994
218,387,1221,"Godfather: Part II, The (1974)",4.184311953066945
219,387,2502,Office Space (1999),4.1676609807388525
220,387,1206,"Clockwork Orange, A (1971)",4.121977727700627
221,105,3147,"Green Mile, The (1999)",4.726161838584804
222,105,1193,One Flew Over the Cuckoo's Nest (1975),4.693150939456094
223,105,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.672307184680868
224,105,2571,"Matrix, The (1999)",4.650148830224577
225,105,1233,"Boot, Das (Boat, The) (1981)",4.63929311505037
226,219,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.5420675485598085
227,219,296,Pulp Fiction (1994),4.23919397917263
228,219,38061,Kiss Kiss Bang Bang (2005),4.044691415518999
229,219,3275,"Boondock Saints, The (2000)",3.9955417465658987
230,219,8368,Harry Potter and the Prisoner of Azkaban (2004),3.962800119929212
231,263,2324,Life Is Beautiful (La Vita è bella) (1997),4.335665752338921
232,263,1197,"Princess Bride, The (1987)",4.22455311755899
233,263,6942,Love Actually (2003),4.188037118157185
234,263,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.051608403636263
235,263,457,"Fugitive, The (1993)",4.021505547329561
236,284,47,Seven (a.k.a. Se7en) (1995),4.426503709054403
237,284,296,Pulp Fiction (1994),4.287853182923645
238,284,474,In the Line of Fire (1993),4.17271629217223
239,284,349,Clear and Present Danger (1994),4.169196860419377
240,284,235,Ed Wood (1994),3.8964841984473804
241,103,2571,"Matrix, The (1999)",4.5814220479640095
242,103,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.529603390096438
243,103,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.524890688543409
244,103,48780,"Prestige, The (2006)",4.513281627480184
245,103,50,"Usual Suspects, The (1995)",4.408060961282497
246,422,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.072557348807439
247,422,1617,L.A. Confidential (1997),4.014245374886531
248,422,1283,High Noon (1952),3.8109885348711066
249,422,912,Casablanca (1942),3.781965076413197
250,422,2288,"Thing, The (1982)",3.6184941777963457
251,381,2329,American History X (1998),4.3269495195564875
252,381,6377,Finding Nemo (2003),4.308875824023124
253,381,4878,Donnie Darko (2001),4.224346210489469
254,381,1207,To Kill a Mockingbird (1962),4.158490659224091
255,381,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.146655363340958
256,425,318,"Shawshank Redemption, The (1994)",4.2905055170364506
257,425,778,Trainspotting (1996),4.026398223981399
258,425,3578,Gladiator (2000),4.018249209594621
259,425,2571,"Matrix, The (1999)",3.997600966765602
260,425,8368,Harry Potter and the Prisoner of Azkaban (2004),3.97104367146371
261,492,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.746806387395501
262,492,260,Star Wars: Episode IV - A New Hope (1977),4.745043665786088
263,492,778,Trainspotting (1996),4.424071481789702
264,492,733,"Rock, The (1996)",4.37558818980675
265,492,1393,Jerry Maguire (1996),4.262244548751842
266,488,318,"Shawshank Redemption, The (1994)",4.594013185069037
267,488,475,In the Name of the Father (1993),4.489664056194831
268,488,246,Hoop Dreams (1994),4.4400163496337095
269,488,913,"Maltese Falcon, The (1941)",4.359670935054087
270,488,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.2860670230952636
271,579,110,Braveheart (1995),4.459324402294425
272,579,2762,"Sixth Sense, The (1999)",4.346281729784916
273,579,527,Schindler's List (1993),4.303889087537675
274,579,3114,Toy Story 2 (1999),4.286631959820429
275,579,11,"American President, The (1995)",4.179968742143513
276,356,1197,"Princess Bride, The (1987)",4.58115645622548
277,356,1148,Wallace & Gromit: The Wrong Trousers (1993),4.5113489741136
278,356,778,Trainspotting (1996),4.38426437050585
279,356,1089,Reservoir Dogs (1992),4.3783371568247045
280,356,1222,Full Metal Jacket (1987),4.361909612009306
281,67,318,"Shawshank Redemption, The (1994)",4.661857205164867
282,67,356,Forrest Gump (1994),4.435449327350557
283,67,2959,Fight Club (1999),4.343553570734099
284,67,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.329650167583011
285,67,1291,Indiana Jones and the Last Crusade (1989),4.275406555356465
286,25,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.967172474996125
287,25,58559,"Dark Knight, The (2008)",4.782287374211206
288,25,68157,Inglourious Basterds (2009),4.752117403245614
289,25,122912,Avengers: Infinity War - Part I (2018),4.447697577921036
290,25,187541,Incredibles 2 (2018),4.1461644298873574
291,140,1242,Glory (1989),4.239670922874424
292,140,1213,Goodfellas (1990),4.199044449456253
293,140,1962,Driving Miss Daisy (1989),4.189283212471459
294,140,48516,"Departed, The (2006)",4.18731986054395
295,140,1266,Unforgiven (1992),4.171301991456935
296,135,2571,"Matrix, The (1999)",4.519921075769771
297,135,110,Braveheart (1995),4.435609306380491
298,135,318,"Shawshank Redemption, The (1994)",4.350662125581242
299,135,1136,Monty Python and the Holy Grail (1975),4.301748264662613
300,135,1639,Chasing Amy (1997),4.273453539358178
301,590,58559,"Dark Knight, The (2008)",4.2322218710917525
302,590,912,Casablanca (1942),4.207047161296257
303,590,904,Rear Window (1954),4.132822492887324
304,590,3275,"Boondock Saints, The (2000)",4.063838636212862
305,590,1208,Apocalypse Now (1979),4.063075593300994
306,212,3967,Billy Elliot (2000),4.015014663313432
307,212,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.001437428097631
308,212,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),3.969218899143258
309,212,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),3.9634756246481815
310,212,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),3.9502288275600423
311,39,1617,L.A. Confidential (1997),4.552630588142885
312,39,1276,Cool Hand Luke (1967),4.4889987938446305
313,39,908,North by Northwest (1959),4.458506241583235
314,39,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.406701568881248
315,39,1248,Touch of Evil (1958),4.323661190166536
316,344,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.348824455450863
317,344,4011,Snatch (2000),4.148486193107334
318,344,3000,Princess Mononoke (Mononoke-hime) (1997),4.129348710911299
319,344,60069,WALL·E (2008),3.9022195210033943
320,344,3793,X-Men (2000),3.8640873313076582
321,576,720,Wallace & Gromit: The Best of Aardman Animation (1996),3.834566074732278
322,576,2289,"Player, The (1992)",3.6618026030439066
323,576,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",3.543029159332865
324,576,1321,"American Werewolf in London, An (1981)",3.1393679700385455
325,576,372,Reality Bites (1994),2.840522784112343
326,605,5952,"Lord of the Rings: The Two Towers, The (2002)",3.8815792047068993
327,605,356,Forrest Gump (1994),3.806413837755744
328,605,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),3.7742638263430583
329,605,1,Toy Story (1995),3.706818362461589
330,605,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),3.6717923005887747
331,177,68157,Inglourious Basterds (2009),4.445526004312031
332,177,44195,Thank You for Smoking (2006),4.348766465891501
333,177,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),4.305850159892819
334,177,1223,"Grand Day Out with Wallace and Gromit, A (1989)",4.2260896743726155
335,177,1197,"Princess Bride, The (1987)",4.216965359372182
336,182,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.486593942699392
337,182,1197,"Princess Bride, The (1987)",4.389133068064831
338,182,1193,One Flew Over the Cuckoo's Nest (1975),4.291695388515318
339,182,1258,"Shining, The (1980)",4.263319229871161
340,182,1,Toy Story (1995),4.2552970055011405
341,477,48516,"Departed, The (2006)",4.677538144543057
342,477,79132,Inception (2010),4.593154292062909
343,477,296,Pulp Fiction (1994),4.512965851229583
344,477,3275,"Boondock Saints, The (2000)",4.384263136519808
345,477,47,Seven (a.k.a. Se7en) (1995),4.3785120567257145
346,4,1197,"Princess Bride, The (1987)",4.307252427561443
347,4,162,Crumb (1994),4.163486384462888
348,4,2959,Fight Club (1999),4.070619732767035
349,4,1968,"Breakfast Club, The (1985)",3.914480366827968
350,4,58,"Postman, The (Postino, Il) (1994)",3.907188300343675
351,288,6874,Kill Bill: Vol. 1 (2003),4.141314302976741
352,288,1148,Wallace & Gromit: The Wrong Trousers (1993),4.107852531243379
353,288,1197,"Princess Bride, The (1987)",4.064044479176878
354,288,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.002591085945992
355,288,3424,Do the Right Thing (1989),3.9627238201834816
356,318,904,Rear Window (1954),4.41453912805645
357,318,1199,Brazil (1985),4.284264757677794
358,318,1089,Reservoir Dogs (1992),4.255057699350776
359,318,913,"Maltese Falcon, The (1941)",4.230688903660118
360,318,1212,"Third Man, The (1949)",4.196023053993214
361,569,590,Dances with Wolves (1990),4.1099742796619525
362,569,380,True Lies (1994),3.6963534571292453
363,569,316,Stargate (1994),3.5709876215431717
364,569,153,Batman Forever (1995),3.3359185225533166
365,235,318,"Shawshank Redemption, The (1994)",4.4100509313372065
366,235,356,Forrest Gump (1994),4.368281686051292
367,235,246,Hoop Dreams (1994),4.114623543318071
368,235,36,Dead Man Walking (1995),3.9654254198167997
369,235,595,Beauty and the Beast (1991),3.912390576556859
370,32,1197,"Princess Bride, The (1987)",4.428556332016964
371,32,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.320590377261171
372,32,529,Searching for Bobby Fischer (1993),4.072149967406758
373,32,799,"Frighteners, The (1996)",3.9962080577861383
374,32,608,Fargo (1996),3.946488604183232
375,537,79132,Inception (2010),4.244521690018609
376,537,99114,Django Unchained (2012),4.106108859594502
377,537,104841,Gravity (2013),4.070004836574361
378,537,45722,Pirates of the Caribbean: Dead Man's Chest (2006),4.035938644542011
379,537,86911,"Hangover Part II, The (2011)",3.6209969282119916
380,226,1204,Lawrence of Arabia (1962),4.5511702040009245
381,226,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.431124336482343
382,226,356,Forrest Gump (1994),4.320944610605105
383,226,2858,American Beauty (1999),4.287312617594151
384,226,3578,Gladiator (2000),4.262503729047333
385,538,1197,"Princess Bride, The (1987)",4.751478789065266
386,538,364,"Lion King, The (1994)",4.638493600869233
387,538,1035,"Sound of Music, The (1965)",4.400273559192767
388,538,4039,Annie (1982),3.7366275138301983
389,247,356,Forrest Gump (1994),4.348277336116148
390,247,3275,"Boondock Saints, The (2000)",4.193110637230753
391,247,4995,"Beautiful Mind, A (2001)",4.079615477178253
392,247,1221,"Godfather: Part II, The (1974)",4.016724411465318
393,247,4306,Shrek (2001),4.015212494893858
394,334,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3.8682427260248105
395,334,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),3.8587264721081245
396,334,7451,Mean Girls (2004),3.6909816512127978
397,334,8961,"Incredibles, The (2004)",3.6903138145881678
398,334,1291,Indiana Jones and the Last Crusade (1989),3.687901330122236
399,514,2028,Saving Private Ryan (1998),4.157618474542758
400,514,589,Terminator 2: Judgment Day (1991),4.113375677961362
401,514,162,Crumb (1994),3.998033241263759
402,514,1288,This Is Spinal Tap (1984),3.8677372384621598
403,514,608,Fargo (1996),3.7873176087155938
404,586,1210,Star Wars: Episode VI - Return of the Jedi (1983),5.0
405,586,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.9851053066918825
406,586,78499,Toy Story 3 (2010),4.874883526301508
407,586,1291,Indiana Jones and the Last Crusade (1989),4.7993587292832265
408,586,91529,"Dark Knight Rises, The (2012)",4.74208332858096
409,71,260,Star Wars: Episode IV - A New Hope (1977),4.53984548192023
410,71,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.4974217343430665
411,71,17,Sense and Sensibility (1995),4.074284012092769
412,71,589,Terminator 2: Judgment Day (1991),4.062416854350877
413,71,62,Mr. Holland's Opus (1995),3.9100764530207233
414,553,1213,Goodfellas (1990),4.829808493630548
415,553,55247,Into the Wild (2007),4.592112103085121
416,553,3949,Requiem for a Dream (2000),4.585604516723882
417,553,5989,Catch Me If You Can (2002),4.549378121200687
418,553,1732,"Big Lebowski, The (1998)",4.517889125211693
419,394,457,"Fugitive, The (1993)",3.417092641890649
420,394,590,Dances with Wolves (1990),3.330284452573345
421,394,150,Apollo 13 (1995),3.254330537187483
422,394,480,Jurassic Park (1993),3.0101794152112675
423,394,225,Disclosure (1994),2.981522534049289
424,149,1200,Aliens (1986),3.466530769358744
425,149,541,Blade Runner (1982),3.3720135594503144
426,149,2021,Dune (1984),3.014838682945137
427,149,1240,"Terminator, The (1984)",2.9810333018889867
428,149,1374,Star Trek II: The Wrath of Khan (1982),2.9694959593276833
429,453,318,"Shawshank Redemption, The (1994)",4.928920146628415
430,453,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.774246282661147
431,453,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.712203978873101
432,453,1617,L.A. Confidential (1997),4.633157923486533
433,453,1682,"Truman Show, The (1998)",4.598146610176139
434,218,903,Vertigo (1958),3.7530609519555975
435,218,1625,"Game, The (1997)",3.7040654899236216
436,218,5349,Spider-Man (2002),3.584649588113835
437,218,1380,Grease (1978),3.3060683592109807
438,218,3608,Pee-wee's Big Adventure (1985),3.2474636332798483
439,563,2324,Life Is Beautiful (La Vita è bella) (1997),4.098684447617431
440,563,119145,Kingsman: The Secret Service (2015),4.071374538295943
441,563,2248,Say Anything... (1989),3.8610308639376485
442,563,1028,Mary Poppins (1964),3.818076457354606
443,563,1247,"Graduate, The (1967)",3.8157224487500216
444,118,1625,"Game, The (1997)",3.6524794236854645
445,526,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.654025895721682
446,526,2324,Life Is Beautiful (La Vita è bella) (1997),4.532078648048959
447,526,55247,Into the Wild (2007),4.470769897067209
448,526,8961,"Incredibles, The (2004)",4.440565050968628
449,526,2028,Saving Private Ryan (1998),4.393832746193077
450,68,55247,Into the Wild (2007),4.181739306133141
451,68,1215,Army of Darkness (1993),3.976860459577773
452,68,168252,Logan (2017),3.956228325823041
453,68,44199,Inside Man (2006),3.918526697804552
454,68,1287,Ben-Hur (1959),3.894296134326795
455,473,318,"Shawshank Redemption, The (1994)",4.375132403580954
456,473,2959,Fight Club (1999),4.033542001771145
457,473,48082,"Science of Sleep, The (La science des rêves) (2006)",3.7357106793041517
458,473,4878,Donnie Darko (2001),3.6913519626301396
